"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"14554","United Kingdom",2381.04,11,12,2,216,11.0233333333333,108,1190.52
"14555","United Kingdom",324.14,3,11,9,21,15.4352380952381,2.33333333333333,36.0155555555556
"14557","United Kingdom",788.38,10,10,1,16,49.27375,16,788.38
"14560","United Kingdom",2196.97,1,12,12,73,30.0954794520548,6.08333333333333,183.080833333333
"14561","United Kingdom",1080.76,7,10,4,69,15.6631884057971,17.25,270.19
"14562","United Kingdom",4751.45,3,12,10,397,11.9683879093199,39.7,475.145
"14565","United Kingdom",3099.12,1,10,10,127,24.4025196850394,12.7,309.912
"14566","Channel Islands",1432,9,9,1,4,358,4,1432
"14567","United Kingdom",1530.36,9,11,3,33,46.3745454545455,11,510.12
"14570","United Kingdom",218.06,4,4,1,29,7.51931034482759,29,218.06
"14572","United Kingdom",2697.79,2,11,10,266,10.1420676691729,26.6,269.779
"14573","United Kingdom",1653.42,1,7,7,235,7.03582978723404,33.5714285714286,236.202857142857
"14576","United Kingdom",35.4,1,1,1,1,35.4,1,35.4
"14577","United Kingdom",859.71,1,12,12,123,6.98951219512195,10.25,71.6425
"14581","United Kingdom",138.6,12,12,1,17,8.15294117647059,17,138.6
"14582","United Kingdom",114.11,11,11,1,6,19.0183333333333,6,114.11
"14583","United Kingdom",787.64,6,8,3,230,3.42452173913043,76.6666666666667,262.546666666667
"14584","United Kingdom",1042.26,6,7,2,100,10.4226,50,521.13
"14585","United Kingdom",157.05,11,11,1,29,5.41551724137931,29,157.05
"14586","United Kingdom",237.36,4,4,1,19,12.4926315789474,19,237.36
"14587","United Kingdom",1601.14,2,12,11,383,4.18052219321149,34.8181818181818,145.558181818182
"14589","United Kingdom",39.75,1,1,1,3,13.25,3,39.75
"14591","United Kingdom",1447.14,6,12,7,197,7.3458883248731,28.1428571428571,206.734285714286
"14592","United Kingdom",570.46,11,12,2,164,3.47841463414634,82,285.23
"14593","United Kingdom",617.99,6,12,7,152,4.06572368421053,21.7142857142857,88.2842857142857
"14594","United Kingdom",255,1,1,1,31,8.2258064516129,31,255
"14595","United Kingdom",1740.6,2,12,11,102,17.0647058823529,9.27272727272727,158.236363636364
"14597","United Kingdom",883.15,7,12,6,55,16.0572727272727,9.16666666666667,147.191666666667
"14598","United Kingdom",221.97,11,11,1,50,4.4394,50,221.97
"14600","United Kingdom",393.33,3,3,1,25,15.7332,25,393.33
"14601","United Kingdom",213.96,12,12,1,7,30.5657142857143,7,213.96
"14603","United Kingdom",660,4,4,1,2,330,2,660
"14606","United Kingdom",11800.94,1,12,12,2599,4.54056944978838,216.583333333333,983.411666666667
"14607","United Kingdom",16569.5,4,12,9,86,192.668604651163,9.55555555555556,1841.05555555556
"14608","United Kingdom",1277.6,1,12,12,14,91.2571428571429,1.16666666666667,106.466666666667
"14609","United Kingdom",601.56,3,10,8,4,150.39,0.5,75.195
"14616","United Kingdom",406.08,2,5,4,3,135.36,0.75,101.52
"14618","United Kingdom",553.44,2,12,11,16,34.59,1.45454545454545,50.3127272727273
"14619","United Kingdom",394.44,5,5,1,20,19.722,20,394.44
"14620","United Kingdom",412.78,4,6,3,26,15.8761538461538,8.66666666666667,137.593333333333
"14621","United Kingdom",1485.5,1,12,12,76,19.5460526315789,6.33333333333333,123.791666666667
"14622","United Kingdom",320.58,7,7,1,21,15.2657142857143,21,320.58
"14623","United Kingdom",889.25,5,12,8,134,6.63619402985075,16.75,111.15625
"14624","United Kingdom",225.85,11,11,1,13,17.3730769230769,13,225.85
"14625","United Kingdom",899.63,1,6,6,53,16.9741509433962,8.83333333333333,149.938333333333
"14626","United Kingdom",2791.27,5,12,8,122,22.879262295082,15.25,348.90875
"14628","United Kingdom",671.96,5,10,6,24,27.9983333333333,4,111.993333333333
"14629","United Kingdom",604.83,11,11,1,84,7.20035714285714,84,604.83
"14631","United Kingdom",1006.98,3,11,9,41,24.5604878048781,4.55555555555556,111.886666666667
"14632","United Kingdom",114.56,4,4,1,8,14.32,8,114.56
"14633","United Kingdom",344.9,4,4,1,20,17.245,20,344.9
"14636","United Kingdom",609.85,4,12,9,28,21.7803571428571,3.11111111111111,67.7611111111111
"14638","United Kingdom",443.6,11,11,1,16,27.725,16,443.6
"14639","United Kingdom",2984.49,1,11,11,172,17.3516860465116,15.6363636363636,271.317272727273
"14640","United Kingdom",2125.08,5,12,8,106,20.0479245283019,13.25,265.635
"14641","United Kingdom",110.46,12,12,1,7,15.78,7,110.46
"14642","United Kingdom",96.12,11,11,1,2,48.06,2,96.12
"14643","United Kingdom",693.81,1,7,7,31,22.3809677419355,4.42857142857143,99.1157142857143
"14644","United Kingdom",830.76,3,11,9,26,31.9523076923077,2.88888888888889,92.3066666666667
"14645","United Kingdom",597.09,4,8,5,30,19.903,6,119.418
"14646","Netherlands",268478,1,12,12,1994,134.642928786359,166.166666666667,22373.1666666667
"14647","United Kingdom",243.22,6,6,1,30,8.10733333333333,30,243.22
"14649","United Kingdom",903.3,6,10,5,111,8.13783783783784,22.2,180.66
"14651","United Kingdom",654.6,6,11,6,102,6.41764705882353,17,109.1
"14652","United Kingdom",114.18,10,10,1,29,3.93724137931034,29,114.18
"14653","United Kingdom",1544.52,2,12,11,201,7.68417910447761,18.2727272727273,140.410909090909
"14655","United Kingdom",1569.32,6,12,7,39,40.2389743589744,5.57142857142857,224.188571428571
"14656","United Kingdom",291.05,4,7,4,80,3.638125,20,72.7625
"14657","United Kingdom",848.22,2,12,11,126,6.73190476190476,11.4545454545455,77.1109090909091
"14658","United Kingdom",123.14,9,9,1,14,8.79571428571429,14,123.14
"14659","United Kingdom",2380.53,2,12,11,230,10.3501304347826,20.9090909090909,216.411818181818
"14660","United Kingdom",285.74,9,10,2,30,9.52466666666667,15,142.87
"14661","United Kingdom",107.95,12,12,1,4,26.9875,4,107.95
"14662","United Kingdom",771.17,2,12,11,168,4.59029761904762,15.2727272727273,70.1063636363636
"14664","United Kingdom",637.89,12,12,1,99,6.44333333333333,99,637.89
"14665","United Kingdom",1835.7,3,11,9,90,20.3966666666667,10,203.966666666667
"14666","United Kingdom",195.25,12,12,1,14,13.9464285714286,14,195.25
"14667","United Kingdom",9241.2,1,12,12,573,16.1277486910995,47.75,770.1
"14669","United Kingdom",1269.99,2,5,4,170,7.47052941176471,42.5,317.4975
"14670","United Kingdom",411.53,4,4,1,132,3.11765151515151,132,411.53
"14672","United Kingdom",765.55,2,5,4,61,12.55,15.25,191.3875
"14673","United Kingdom",1369.63,1,12,12,59,23.2140677966102,4.91666666666667,114.135833333333
"14675","United Kingdom",604.75,12,12,1,102,5.92892156862745,102,604.75
"14676","United Kingdom",2548.24,4,12,9,42,60.672380952381,4.66666666666667,283.137777777778
"14680","United Kingdom",28754.11,1,12,12,258,111.45003875969,21.5,2396.17583333333
"14681","United Kingdom",498.95,6,10,5,7,71.2785714285714,1.4,99.79
"14682","United Kingdom",52,6,7,2,2,26,1,26
"14684","United Kingdom",1236.28,1,12,12,421,2.93653206650831,35.0833333333333,103.023333333333
"14687","United Kingdom",628.38,9,9,1,15,41.892,15,628.38
"14688","United Kingdom",4971,1,11,11,280,17.7535714285714,25.4545454545455,451.909090909091
"14689","United Kingdom",112.8,6,6,1,13,8.67692307692308,13,112.8
"14690","United Kingdom",371.7,8,11,4,50,7.434,12.5,92.925
"14691","United Kingdom",2114.33,6,12,7,71,29.7792957746479,10.1428571428571,302.047142857143
"14692","United Kingdom",591.55,2,8,7,68,8.69926470588235,9.71428571428571,84.5071428571429
"14693","United Kingdom",172.9,4,4,1,8,21.6125,8,172.9
"14696","United Kingdom",1778.41,1,10,10,110,16.1673636363636,11,177.841
"14697","United Kingdom",188.61,6,6,1,22,8.57318181818182,22,188.61
"14698","United Kingdom",1093.6,11,12,2,164,6.66829268292683,82,546.8
"14699","United Kingdom",109.13,6,6,1,8,13.64125,8,109.13
"14700","United Kingdom",2235.3,5,12,8,115,19.4373913043478,14.375,279.4125
"14701","United Kingdom",2549.37,2,12,11,335,7.61005970149254,30.4545454545455,231.760909090909
"14702","United Kingdom",2962.56,1,12,12,304,9.74526315789474,25.3333333333333,246.88
"14703","United Kingdom",318.17,12,12,1,22,14.4622727272727,22,318.17
"14704","United Kingdom",1546.91,7,12,6,415,3.72749397590361,69.1666666666667,257.818333333333
"14705","United Kingdom",179,6,6,1,1,179,1,179
"14708","United Kingdom",701.18,1,8,8,14,50.0842857142857,1.75,87.6475
"14709","United Kingdom",4921.04,1,12,12,196,25.1073469387755,16.3333333333333,410.086666666667
"14710","United Kingdom",606.13,11,12,2,139,4.36064748201439,69.5,303.065
"14711","United Kingdom",2868.8,4,12,9,357,8.03585434173669,39.6666666666667,318.755555555556
"14712","United Kingdom",917.07,9,12,4,25,36.6828,6.25,229.2675
"14713","United Kingdom",2666.36,1,12,12,339,7.86536873156342,28.25,222.196666666667
"14714","United Kingdom",160.19,12,12,1,10,16.019,10,160.19
"14715","United Kingdom",867.38,2,12,11,71,12.2166197183099,6.45454545454545,78.8527272727273
"14716","United Kingdom",329.68,8,11,4,55,5.99418181818182,13.75,82.42
"14719","United Kingdom",1195.71,5,12,8,183,6.53393442622951,22.875,149.46375
"14720","United Kingdom",401.13,9,10,2,22,18.2331818181818,11,200.565
"14722","United Kingdom",187.92,8,8,1,29,6.48,29,187.92
"14723","United Kingdom",1158.3,1,12,12,278,4.16654676258993,23.1666666666667,96.525
"14725","United Kingdom",718.08,12,12,1,52,13.8092307692308,52,718.08
"14727","United Kingdom",268.58,4,4,1,10,26.858,10,268.58
"14729","United Kingdom",313.49,1,1,1,71,4.41535211267606,71,313.49
"14730","United Kingdom",1760.13,4,11,8,430,4.09332558139535,53.75,220.01625
"14731","United Kingdom",380.02,6,11,6,45,8.44488888888889,7.5,63.3366666666667
"14732","United Kingdom",2238.38,2,12,11,129,17.3517829457364,11.7272727272727,203.489090909091
"14733","United Kingdom",9585.91,1,12,12,202,47.455,16.8333333333333,798.825833333333
"14735","United Kingdom",5508.25,1,12,12,178,30.9452247191011,14.8333333333333,459.020833333333
"14737","United Kingdom",1081.75,1,9,9,15,72.1166666666667,1.66666666666667,120.194444444444
"14738","United Kingdom",1314.45,2,11,10,54,24.3416666666667,5.4,131.445
"14739","United Kingdom",3367.32,1,12,12,54,62.3577777777778,4.5,280.61
"14740","United Kingdom",1448.21,4,6,3,89,16.2720224719101,29.6666666666667,482.736666666667
"14741","United Kingdom",1400.34,1,12,12,59,23.7345762711864,4.91666666666667,116.695
"14744","United Kingdom",1099.98,1,12,12,26,42.3069230769231,2.16666666666667,91.665
"14745","United Kingdom",1220.26,3,9,7,69,17.6849275362319,9.85714285714286,174.322857142857
"14747","United Kingdom",328.2,5,5,1,18,18.2333333333333,18,328.2
"14748","United Kingdom",1415.75,1,12,12,89,15.9073033707865,7.41666666666667,117.979166666667
"14752","United Kingdom",389.64,11,11,1,5,77.928,5,389.64
"14753","United Kingdom",563.15,10,10,1,30,18.7716666666667,30,563.15
"14754","United Kingdom",638.05,3,11,9,41,15.5621951219512,4.55555555555556,70.8944444444444
"14755","United Kingdom",5010.28,2,12,11,235,21.3203404255319,21.3636363636364,455.48
"14756","United Kingdom",738.96,12,12,1,38,19.4463157894737,38,738.96
"14757","United Kingdom",420.5,10,10,1,19,22.1315789473684,19,420.5
"14758","United Kingdom",1484.06,4,8,5,71,20.9022535211268,14.2,296.812
"14759","United Kingdom",870.85,5,9,5,52,16.7471153846154,10.4,174.17
"14760","United Kingdom",89.2,3,3,1,5,17.84,5,89.2
"14761","United Kingdom",255.9,2,11,10,11,23.2636363636364,1.1,25.59
"14762","United Kingdom",300.52,4,4,1,21,14.3104761904762,21,300.52
"14764","United Kingdom",278.3,11,11,1,6,46.3833333333333,6,278.3
"14765","United Kingdom",254.11,7,12,6,39,6.51564102564103,6.5,42.3516666666667
"14766","United Kingdom",2050.85,1,10,10,114,17.9899122807018,11.4,205.085
"14768","United Kingdom",192.6,9,12,4,5,38.52,1.25,48.15
"14769","United Kingdom",10332.78,1,10,10,1066,9.69303939962477,106.6,1033.278
"14770","United Kingdom",876.42,2,5,4,52,16.8542307692308,13,219.105
"14772","United Kingdom",139.26,9,9,1,9,15.4733333333333,9,139.26
"14775","United Kingdom",1011.9,1,11,11,60,16.865,5.45454545454545,91.9909090909091
"14776","United Kingdom",2538.3,2,11,10,117,21.6948717948718,11.7,253.83
"14778","United Kingdom",730.86,3,9,7,35,20.8817142857143,5,104.408571428571
"14779","United Kingdom",386.15,2,4,3,41,9.41829268292683,13.6666666666667,128.716666666667
"14780","United Kingdom",447.68,10,11,2,27,16.5807407407407,13.5,223.84
"14782","United Kingdom",200.1,2,2,1,6,33.35,6,200.1
"14784","United Kingdom",289.99,2,12,11,15,19.3326666666667,1.36363636363636,26.3627272727273
"14785","United Kingdom",77.4,12,12,1,3,25.8,3,77.4
"14788","United Kingdom",368.45,12,12,1,15,24.5633333333333,15,368.45
"14789","United Kingdom",197.64,12,12,1,6,32.94,6,197.64
"14790","United Kingdom",745.06,4,12,9,46,16.1969565217391,5.11111111111111,82.7844444444444
"14792","United Kingdom",6.2,11,11,1,2,3.1,2,6.2
"14793","United Kingdom",228.99,12,12,1,14,16.3564285714286,14,228.99
"14794","United Kingdom",1115.05,2,12,11,67,16.6425373134328,6.09090909090909,101.368181818182
"14795","United Kingdom",131.45,7,7,1,6,21.9083333333333,6,131.45
"14796","United Kingdom",7595.26,1,12,12,1053,7.21297245963913,87.75,632.938333333333
"14798","United Kingdom",173.74,3,11,9,12,14.4783333333333,1.33333333333333,19.3044444444444
"14799","United Kingdom",157.7,11,11,1,13,12.1307692307692,13,157.7
"14800","United Kingdom",4339.74,1,11,11,385,11.2720519480519,35,394.521818181818
"14801","United Kingdom",193.14,11,11,1,59,3.2735593220339,59,193.14
"14803","United Kingdom",845.55,3,7,5,44,19.2170454545455,8.8,169.11
"14805","United Kingdom",554.65,2,12,11,47,11.8010638297872,4.27272727272727,50.4227272727273
"14806","United Kingdom",193.39,10,10,1,11,17.5809090909091,11,193.39
"14808","United Kingdom",2741.17,7,11,5,235,11.6645531914894,47,548.234
"14810","United Kingdom",2087.88,1,11,11,255,8.18776470588235,23.1818181818182,189.807272727273
"14813","United Kingdom",155.43,1,1,1,30,5.181,30,155.43
"14815","United Kingdom",778.5,11,12,2,53,14.688679245283,26.5,389.25
"14816","United Kingdom",271.85,6,6,1,4,67.9625,4,271.85
"14817","United Kingdom",1110.34,4,6,3,63,17.6244444444444,21,370.113333333333
"14818","United Kingdom",657.8,4,10,7,48,13.7041666666667,6.85714285714286,93.9714285714286
"14819","United Kingdom",272.07,6,11,6,13,20.9284615384615,2.16666666666667,45.345
"14820","United Kingdom",507.29,7,12,6,29,17.4927586206897,4.83333333333333,84.5483333333333
"14821","United Kingdom",48.8,1,1,1,2,24.4,2,48.8
"14823","United Kingdom",321.43,6,7,2,70,4.59185714285714,35,160.715
"14824","United Kingdom",1127.71,10,12,3,29,38.8865517241379,9.66666666666667,375.903333333333
"14825","United Kingdom",2125.82,1,12,12,115,18.4853913043478,9.58333333333333,177.151666666667
"14828","United Kingdom",2139.76,2,6,5,17,125.868235294118,3.4,427.952
"14829","United Kingdom",697.55,1,12,12,42,16.6083333333333,3.5,58.1291666666667
"14830","United Kingdom",197.13,11,11,1,40,4.92825,40,197.13
"14834","United Kingdom",1720.3,5,12,8,67,25.6761194029851,8.375,215.0375
"14836","United Kingdom",102.45,12,12,1,6,17.075,6,102.45
"14837","United Kingdom",1649.5,6,10,5,108,15.2731481481481,21.6,329.9
"14840","United Kingdom",62.85,4,4,1,4,15.7125,4,62.85
"14841","United Kingdom",3295.76,1,11,11,138,23.8823188405797,12.5454545454545,299.614545454545
"14842","United Kingdom",2824.69,3,11,9,145,19.4806206896552,16.1111111111111,313.854444444444
"14844","United Kingdom",3189.81,5,11,7,130,24.537,18.5714285714286,455.687142857143
"14847","United Kingdom",309.4,8,8,1,13,23.8,13,309.4
"14849","United Kingdom",7930.54,1,12,12,388,20.4395360824742,32.3333333333333,660.878333333333
"14850","United Kingdom",325.75,3,3,1,21,15.5119047619048,21,325.75
"14851","United Kingdom",511.35,4,12,9,28,18.2625,3.11111111111111,56.8166666666667
"14852","United Kingdom",2836.69,5,11,7,143,19.836993006993,20.4285714285714,405.241428571429
"14853","United Kingdom",475.8,6,12,7,9,52.8666666666667,1.28571428571429,67.9714285714286
"14854","United Kingdom",2759.83,4,10,7,127,21.7309448818898,18.1428571428571,394.261428571429
"14855","United Kingdom",645.65,8,9,2,20,32.2825,10,322.825
"14856","United Kingdom",1311.38,11,12,2,66,19.8693939393939,33,655.69
"14857","United Kingdom",1173.12,8,11,4,60,19.552,15,293.28
"14859","United Kingdom",1353.74,6,12,7,58,23.3403448275862,8.28571428571429,193.391428571429
"14860","United Kingdom",170.32,12,12,1,11,15.4836363636364,11,170.32
"14861","United Kingdom",125.79,11,11,1,6,20.965,6,125.79
"14862","United Kingdom",841.2,8,12,5,48,17.525,9.6,168.24
"14863","United Kingdom",266.76,12,12,1,11,24.2509090909091,11,266.76
"14865","United Kingdom",37.2,1,1,1,3,12.4,3,37.2
"14866","United Kingdom",14389.9,1,12,12,99,145.352525252525,8.25,1199.15833333333
"14867","United Kingdom",710.28,2,7,6,36,19.73,6,118.38
"14868","United Kingdom",2563.5,5,12,8,131,19.5687022900763,16.375,320.4375
"14869","United Kingdom",391.31,9,9,1,50,7.8262,50,391.31
"14870","United Kingdom",327.25,4,4,1,13,25.1730769230769,13,327.25
"14871","United Kingdom",354.75,1,7,7,62,5.72177419354839,8.85714285714286,50.6785714285714
"14873","United Kingdom",519.68,6,6,1,28,18.56,28,519.68
"14875","United Kingdom",1465.32,4,9,6,47,31.1770212765957,7.83333333333333,244.22
"14878","United Kingdom",1485.54,1,12,12,124,11.9801612903226,10.3333333333333,123.795
"14880","United Kingdom",706.19,3,10,8,47,15.0253191489362,5.875,88.27375
"14881","United Kingdom",255.4,12,12,1,17,15.0235294117647,17,255.4
"14882","United Kingdom",589.7,12,12,1,11,53.6090909090909,11,589.7
"14883","United Kingdom",761.59,6,12,7,53,14.3696226415094,7.57142857142857,108.798571428571
"14885","United Kingdom",765.32,8,8,1,15,51.0213333333333,15,765.32
"14886","United Kingdom",364.8,5,5,1,18,20.2666666666667,18,364.8
"14887","United Kingdom",1862,10,10,1,6,310.333333333333,6,1862
"14888","United Kingdom",369.2,6,6,1,20,18.46,20,369.2
"14889","United Kingdom",135.9,2,2,1,10,13.59,10,135.9
"14890","United Kingdom",125.65,4,4,1,7,17.95,7,125.65
"14891","United Kingdom",554.38,7,8,2,33,16.7993939393939,16.5,277.19
"14893","United Kingdom",1237.85,12,12,1,73,16.9568493150685,73,1237.85
"14894","United Kingdom",655.75,10,10,1,23,28.5108695652174,23,655.75
"14895","United Kingdom",10213.09,3,12,10,452,22.5953318584071,45.2,1021.309
"14896","United Kingdom",468.77,1,6,6,43,10.9016279069767,7.16666666666667,78.1283333333333
"14897","United Kingdom",746.32,3,11,9,37,20.1708108108108,4.11111111111111,82.9244444444444
"14898","United Kingdom",1303.52,1,12,12,116,11.2372413793103,9.66666666666667,108.626666666667
"14901","United Kingdom",1421.29,1,12,12,96,14.8051041666667,8,118.440833333333
"14902","United Kingdom",332.66,12,12,1,20,16.633,20,332.66
"14903","United Kingdom",2810.63,4,12,9,355,7.9172676056338,39.4444444444444,312.292222222222
